PATH;/System/Characts/bcpg:entityLists/Ings;;;;;;
TYPE;bcpg:ing;;;;;;
COLUMNS;cm:name;cm:description;bcpg:ingType;bcpg:ingCEECode;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en
VALUES;sodium propylparaben;empécher la prolifération de bactéries et de levures;Conservateur;;sodium propylparaben;sodium propylparaben;sodium propylparaben
VALUES;sodium stearate;nettoyant, émulsionnant;Savon;;sodium stearate;sodium stearate;sodium stearate
VALUES;sodium styrene/acrylates copolymer;filmogène, épaississant;Polymer;;sodium styrene/acrylates copolymer;sodium styrene/acrylates copolymer;sodium styrene/acrylates copolymer
VALUES;sodium sulfate;anti-oxydant;Anti-oxydant;;sodium sulfate;sodium sulfate;sodium sulfate
VALUES;sodium tallowate;nettoyant, moussant;Savon;;sodium tallowate;sodium tallowate;sodium tallowate
VALUES;sodium trideceth sulfate;nettoyant, émulsionnant;Tensio-actif;;sodium trideceth sulfate;sodium trideceth sulfate;sodium trideceth sulfate
VALUES;sorbitan stearate;émulsionnant;Tensio-actif;;sorbitan stearate;sorbitan stearate;sorbitan stearate
VALUES;sorbitan tristearate;émulsionnant;Tensio-actif;;sorbitan tristearate;sorbitan tristearate;sorbitan tristearate
VALUES;sorbitol;contribue à l'hydratation de la peau, donne un goût agréable au produit;Humectant;;sorbitol;sorbitol;sorbitol
VALUES;soybean (glycine soja) germ extract;conditionneur, anti-âge;Extrait végétal;;soybean (glycine soja) germ extract;soybean (glycine soja) germ extract;soybean (glycine soja) germ extract
VALUES;soybean (glycine soja) sterol;émollient;Extrait végétal;;soybean (glycine soja) sterol;soybean (glycine soja) sterol;soybean (glycine soja) sterol
VALUES;spinach extract;colorant;Extrait végétal;;spinach extract;spinach extract;spinach extract
VALUES;spirea ulmaria (meadowsweet) extract;drainant, lissant;Actif;;spirea ulmaria (meadowsweet) extract;spirea ulmaria (meadowsweet) extract;spirea ulmaria (meadowsweet) extract
VALUES;squalene;conditionneur, empêche la déshydratation, restaure la souplesse de la peau, anti-oxydant;Corps gras animal;;squalene;squalene;squalene
VALUES;stearamide AMP;moussant, épaississant;Tensio-actif;;stearamide AMP;stearamide AMP;stearamide AMP
VALUES;steareth-2;émulsionnant;Tensio-actif;;steareth-2;steareth-2;steareth-2
VALUES;steareth-20;émulsionnant;Tensio-actif;;steareth-20;steareth-20;steareth-20
VALUES;steareth-25;nettoyant, solubilisant;Tensio-actif;;steareth-25;steareth-25;steareth-25
VALUES;stearic acid;tensio-actif émulsionnant;Acide gras;;stearic acid;stearic acid;stearic acid
VALUES;stearyl alcohol;stabilisateur, émulsionnant, épaississant;Alcool gras;;stearyl alcohol;stearyl alcohol;stearyl alcohol
VALUES;stryphnodendron barbatiman;astringeant;Extrait végétal;;stryphnodendron barbatiman;stryphnodendron barbatiman;stryphnodendron barbatiman
VALUES;styrene/acrylates copolymer;épaississant, émulsionnant;Gélifiant;;styrene/acrylates copolymer;styrene/acrylates copolymer;styrene/acrylates copolymer
VALUES;styrene/VP copolymer;épaissir la phase aqueuse, filmogène, coiffant;Gélifiant;;styrene/VP copolymer;styrene/VP copolymer;styrene/VP copolymer
VALUES;sucrose;humectant, arôme;Sucre;;sucrose;sucrose;sucrose
VALUES;sucrose cocoate;émollient;Ester gras;;sucrose cocoate;sucrose cocoate;sucrose cocoate
VALUES;talc;poudre absorbante, exfoliante et protectrice, modificateur de toucher, apporte du 'glissant';Charge;;talc;talc;talc
VALUES;TEA C12-13 alkyl phosphate;agent nettoyant, moussant;Tensio-actif;;TEA C12-13 alkyl phosphate;TEA C12-13 alkyl phosphate;TEA C12-13 alkyl phosphate
VALUES;TEA-cocoyl hydrolyzed collagen;conditionneur, nettoyant;Tensio-actif;;TEA-cocoyl hydrolyzed collagen;TEA-cocoyl hydrolyzed collagen;TEA-cocoyl hydrolyzed collagen
VALUES;TEA-lauryl sulfate;nettoyant;Tensio-actif;;TEA-lauryl sulfate;TEA-lauryl sulfate;TEA-lauryl sulfate
VALUES;tetrasodium EDTA;neutralise en partie le calcaire de l'eau;Chélatant;;tetrasodium EDTA;tetrasodium EDTA;tetrasodium EDTA
VALUES;tetrasodium etidronate;neutraliser les ions complexes de l'eau, en particulier le calcaire;Chélatant;;tetrasodium etidronate;tetrasodium etidronate;tetrasodium etidronate
VALUES;theobroma cacao (cocoa) seed butter;conditionneur, protecteur;Corps gras végétal;;theobroma cacao (cocoa) seed butter;theobroma cacao (cocoa) seed butter;theobroma cacao (cocoa) seed butter
VALUES;threonine;conditionneur;Actif;;threonine;threonine;threonine
VALUES;TIPA-laureth sulfate;nettoyant;Tensio-actif;;TIPA-laureth sulfate;TIPA-laureth sulfate;TIPA-laureth sulfate
VALUES;titanium dioxide;poudre blanchissante, écran solaire minéral;Charge;;titanium dioxide;titanium dioxide;titanium dioxide
VALUES;tocopherol;"ralentir l'oxydation des corps gras et protéger les actifs sensibles à la lumière et/ou à l'oxygène et/ou à la chaleur; peut être aussi utilisé comme actif pour la peau, le dosage sera alors supérieur";Anti-oxydant;;tocopherol;tocopherol;tocopherol
VALUES;tocopheryl acetate;antioxydant, conditionneur;Actif;;tocopheryl acetate;tocopheryl acetate;tocopheryl acetate
VALUES;tocopheryl linoleate;antioxydant, conditionneur;Actif;;tocopheryl linoleate;tocopheryl linoleate;tocopheryl linoleate
VALUES;triclosan;biocide, déodorant;Actif;;triclosan;triclosan;triclosan
VALUES;tridecyl stearate;conditionneur, émollient;Ester gras;;tridecyl stearate;tridecyl stearate;tridecyl stearate
VALUES;tridecyl trimellitate;conditionneur, occlusif;Ester gras;;tridecyl trimellitate;tridecyl trimellitate;tridecyl trimellitate
VALUES;triethanolamine;permet de rendre le pH d'un produit moins acide ou plus basique;Ajusteur de ph;;triethanolamine;triethanolamine;triethanolamine
VALUES;trihydroxystearin;occlusif, viscosant;Corps gras;;trihydroxystearin;trihydroxystearin;trihydroxystearin
VALUES;triticum vulgare (wheat) germ extract;clarifiant, conditionneur;Extrait végétal;;triticum vulgare (wheat) germ extract;triticum vulgare (wheat) germ extract;triticum vulgare (wheat) germ extract
VALUES;triticum vulgare (wheat) germ oil;conditionneur, raffermissante, anti-âge;Huile végétale;;triticum vulgare (wheat) germ oil;triticum vulgare (wheat) germ oil;triticum vulgare (wheat) germ oil
VALUES;tromethamine;rend + basique ou - acide;Ajusteur de ph;;tromethamine;tromethamine;tromethamine
VALUES;turmeric extract;colorant;Extrait végétal;;turmeric extract;turmeric extract;turmeric extract
VALUES;tyrosine;conditionneur;Actif;;tyrosine;tyrosine;tyrosine
VALUES;undecylenamidopropyl betaine;anti-statique, conditionneur, nettoyant, moussant;Tensio-actif;;undecylenamidopropyl betaine;undecylenamidopropyl betaine;undecylenamidopropyl betaine
VALUES;urea;humectant, tampon,;Actif;;urea;urea;urea
VALUES;usnea barbata;anti-bactérien (?), anti-pelliculaire;Extrait végétal;;usnea barbata;usnea barbata;usnea barbata
VALUES;valine;conditionneur;Actif;;valine;valine;valine
VALUES;vanilla planifolia;hydratant, tonifiant;Extrait végétal;;vanilla planifolia;vanilla planifolia;vanilla planifolia
VALUES;vitis vinifera (grape) seed oil;relipidant, anti-oxydant (tocopherol);Huile végétale;;vitis vinifera (grape) seed oil;vitis vinifera (grape) seed oil;vitis vinifera (grape) seed oil
VALUES;vitreoscilla ferment;conditionneur;Extrait naturel;;vitreoscilla ferment;vitreoscilla ferment;vitreoscilla ferment
VALUES;water (and) ceteareth-60 myristyl glycol (and)meth;biocide;Mélange;;water (and) ceteareth-60 myristyl glycol (and)meth;water (and) ceteareth-60 myristyl glycol (and)meth;water (and) ceteareth-60 myristyl glycol (and)meth
VALUES;water (and) dipropylene glycol (and) halopteris sc;minéralisant;Mélange;;water (and) dipropylene glycol (and) halopteris sc;water (and) dipropylene glycol (and) halopteris sc;water (and) dipropylene glycol (and) halopteris sc
VALUES;water (and) hydrolyzed algin (and) chlorella vulga;drainant, minéralisant;Mélange;;water (and) hydrolyzed algin (and) chlorella vulga;water (and) hydrolyzed algin (and) chlorella vulga;water (and) hydrolyzed algin (and) chlorella vulga
VALUES;water (and) propylene glycol (and) cistus monspeli;;Mélange;;water (and) propylene glycol (and) cistus monspeli;water (and) propylene glycol (and) cistus monspeli;water (and) propylene glycol (and) cistus monspeli
VALUES;water (and) propylene glycol (and) helichrysum it;restructurant;Mélange;;water (and) propylene glycol (and) helichrysum it;water (and) propylene glycol (and) helichrysum it;water (and) propylene glycol (and) helichrysum it
VALUES;water (and) propylene glycol (and) lavandula stoec;apaisant;Mélange;;water (and) propylene glycol (and) lavandula stoec;water (and) propylene glycol (and) lavandula stoec;water (and) propylene glycol (and) lavandula stoec
VALUES;water (and)glycol distearate (and) glycerin (and);nettoyant, hydratant, nacrant;Mélange;;water (and)glycol distearate (and) glycerin (and);water (and)glycol distearate (and) glycerin (and);water (and)glycol distearate (and) glycerin (and)
VALUES;whey protein;conditionneur;Protéine;;whey protein;whey protein;whey protein
VALUES;xanthan gum;gélifier les phases aqueuses, épaissir, augmenter la viscosité;Gélifiant;;xanthan gum;xanthan gum;xanthan gum
VALUES;zea mays (corn) oil;conditionneur, relipidant, propriété émulsionnante;Huile végétale;;zea mays (corn) oil;zea mays (corn) oil;zea mays (corn) oil
VALUES;zea mays (corn) starch;exfoliant, absorbant;Additif;;zea mays (corn) starch;zea mays (corn) starch;zea mays (corn) starch
VALUES;zinc oxide;poudre blanchissante, écran solaire minéral;Charge;;zinc oxide;zinc oxide;zinc oxide
VALUES;zinc pyrithione;anti-pelliculaire;Actif;;zinc pyrithione;zinc pyrithione;zinc pyrithione
VALUES;zinc salicylate;empécher la prolifération de bactéries et de levures;Conservateur;;zinc salicylate;zinc salicylate;zinc salicylate
VALUES;zinc stearate;anti-mottant, colorant;Additif;;zinc stearate;zinc stearate;zinc stearate
VALUES;zinc sulfate;astringent, biocide;Actif;;zinc sulfate;zinc sulfate;zinc sulfate
